KEY,English,japanese(翻訳),翻訳率:93.04% (1044/1122)
TutC3T12StartMessage,"[f98009][IDA][-]\n\nOh, a Crystal field. Seems like the scientists finally managed to grow those crystals.\n\nIf my data is correct, those surface [fff400]crystals will regrow[-] after having been harvested.\nMight take some time, though.\n\nIn order to [fff400]harvest the crystals[-] just approach one and pick it up with [ff2400](F)[-].\n\nDo not forget to [fff400]pick up your bike[-] by pointing at it and pressing [ff2400]SHIFT + F[-]!",[f98009][IDA][-]\n\nあぁ、結晶畑ですか。 \n科学者たちはついにこれらの結晶の育成を成し遂げたようですね。\n\n私のデータが正しければ、それらは収穫しても[fff400]結晶は再成長[-]します。\n時間はかかるでしょうけれど。\n\n[fff400]結晶を収穫[-]するには、うち一つに近づいて採取[ff2400](F)[-]してください。\n\nバイクに向かって[ff2400]SHIFT + F[-]で[fff400]バイクを回収[-]するのを忘れないでください!,
TutC3T12A1,Pick up 1 Pentaxid,ペンタキシドを1つ採取する,
TutC3T13Title,Pick up more Pentaxid,ペンタキシドをもっと採取する,
TutC3T13StartMessage,"[f98009][IDA][-]\n\nHold [ff2400](Shift)[-] to sprint, but watch your STAMINA bar on the lower left!\n\n[fff400]Note:[-] STAMINA recovers slowly when walking at normal speed,\nfaster while standing still and instantly when either consuming drinks\nand medicines - or when using furniture like beds, couches, etc.\n\n[ff2400]Important:[-]\nIf you run, you will use up O2 faster and your food-level will drop faster!",[f98009][IDA][-]\n\n[ff2400](Shift)[-]を押し続けると走りますが、左下のスタミナゲージに気をつけてください!\n\n[fff400]注意:[-] スタミナは通常速度で歩いている時にはゆっくりと、\n静かに立っている時は早く、飲み物や薬を消費すれば直ぐに回復します。\nベッドやソファーその他の家具を使うことでも回復できます。\n\n[ff2400]重要:[-]\n走っていると、より早く酸素を使い果たし、空腹に近づくでしょう!,
TutC3T13A1,Pick up 2 Pentaxid,ペンタキシドを2つ採取する,
TutC3T13A1Complete,"[f98009][IDA][-]\n\nThere's a Hover Vessel parked nearby the Service Station.\nLet's make use of it.\n\n[ff2400]First, pick up some BioFuel from the container in the service station.[-]\n\nWhile you're at it, you may also want to [fff400]fill up your suit O2[-] by [fff400]using the O2 Station[-].",[f98009][IDA][-]\n\nサービスステーションの近くにホバー(Hover Vessel)がありますね。\n使わせてもらいましょう。\n\n[ff2400]まず、サービスステーションのコンテナからバイオ燃料を取って来てください。[-]\n\nそれから[fff400]O2ステーションを使って[-]、[fff400]スーツの酸素タンクを満タンに[-]するのも良いでしょう。,
TutC3T14Title,Service Station,サービスステーション,
TutC3T14A1,Go To Container,コンテナに行く,
TutC3T14A2,Pick up Fuel,燃料を取る,
TutC3T14A3,Use O2 Station,O2ステーションを使用する,
TutC3T15Title,Hover Vessel,ホバー船,
TutC3T15StartMessage,"[f98009][IDA][-] Go to the Hover Vessel, [fff400]aim at the cockpit[-] and press [ff2400](F)[-] to have a seat.\n\nAfter getting inside, press [ff2400](P)[-] to bring up the Control Panel.",[f98009][IDA][-] ホバー船まで行き、[fff400]コクピットに合わせて[-][ff2400](F)[-]で乗り込んでください。\n\n乗り込めたらコントロールパネル[ff2400](P)[-]を開いてください。,
TutC3T15A1,Control Panel,コントロールパネル,
TutC3T15A1Complete,[f98009][IDA][-] Now click the button [fff400]MANAGE[-] below the FUEL section.,[f98009][IDA][-] 燃料セクションの[fff400]管理[-]ボタンを押してみましょう。,
TutC3T15A2,Manage Fuel Tanks,燃料タンクを管理する,
TutC3T15A2Complete,[f98009][IDA][-] [ff2400]Drag & drop[-] or [ff2400]SHIFT + Left mouse click[-] the BioFuel to the [fff400]FILL FUEL[-] intake.\n\nThen exit the screen.,[f98009][IDA][-] [ff2400]ドラッグ & ドロップ[-] か [ff2400]SHIFT + 左クリック[-]してバイオ燃料を [fff400]補給[-] してください。\n\nそうしたら管理画面を抜けましょう。,
TutC3T16Title,Manage Hover Vessel,ホバー船を管理する,
TutC3T16A1,Close Control Panel,コントロールパネルを閉じる,
TutC3T17Title,Activate Hover Vessel,ホバー船を起動させる,
TutC3T17StartMessage,[f98009][IDA][-] Use [ff2400](Y)[-] to activate the vessel.,[f98009][IDA][-] 船を起動[ff2400](Y)[-]してください。,
TutC3T17A1,Start Engines,エンジン始動,
TutC3T18Title,Back to Mining Hub,採掘拠点に戻る,
TutC3T18StartMessage,"[f98009][IDA][-]\n\nLet's head back to the Mining Hub.\n\n[ff2400]Drive with W,A,S,D.[-]\nYou can lower and raise hover height with [ff2400]C and SPACE[-].\n\nUse [ff2400](V)[-] to switch to external view.\nUse [ff2400]ALT[-] to undock camera and [ff2400]move the mouse[-] for using the FREELOOK (works in 1st person as well!)\nUse [ff2400]Page UP/Down[-] to raise or lower camera position in 3rd person.\nUse [ff2400]mousewheel[-] to increase or reduce camera distance to the vessel.\nWhile having the camera undocked, use the [ff2400]Arrow keys[-] to move and turn the vessel.\n\nIf you accidentally flip your vessel upside down, tap [ff2400]SHIFT[-] once to uprighten it again.\n\nIf you have a NIGHTVISION, tap the [ff2400]L button twice[-] to activate it!",[f98009][IDA][-]\n\n採掘拠点に戻りましょう。\n\n[ff2400]W、A、S、Dで運転[-]します。\nホバーの高さは[ff2400]Cで下がり、SPACEで上がり[-]ます。\n\n[ff2400](V)[-]を押すと外観カメラに切り替わります。\n[ff2400]ALT[-] を押すとカメラ操作が独立し、[ff2400]マウスを動かして[-]自由に見回せるようになります(一人称視点でも!)。 \n三人称視点の時に[ff2400]Page UP/Down[-]でカメラ位置を上下できます。\n 自由視点時に[ff2400]マウスホイール[-]でカメラと乗り物との距離を調整できます。\n自由視点の時は、[ff2400]矢印キー[-]で船が動かせます\n\n誤って船が裏返しになってしまったら、[ff2400]SHIFT[-]を一回押してみてください。\n\n暗視ゴーグルを持っているなら、[ff2400]Lを二回押し[-]で使えます!,
TutC3T18A1,Drive HV,ホバーを運転する,
TutC4Title,A Helping Hand,手助け,
TutC4Complete,"[f98009][IDA][-] [fbb26b]The Chief Scientist of Apollon was just calling. He said they do not need any additional Promethium or Pentaxid for the Warp Drive material testing, but appreciate your efforts.[-]\n\nHm..let me guess, they left some in the scanner again...\nAnyway. I don't want to be called a liar, when promising cake.\n\n[f98009][IDA][-] [fbb26b]That's very nice of you, considering the Laboratory also sent me an urgent request for your assistance in the same message.[-]\n\nOne of those days, I guess...",[f98009][IDA][-] [fbb26b]アポロンの科学者チーフから連絡です。\nワープドライブの素材テストにプロメチウムとペンタキシドは不要、\nですがあなたの働きに感謝、とのことです。[-]\n\nふむ…スキャナにいくらか残ったのかもしれないな…。\nまあいい。とにかく、ケーキを嘘にしたくない。\n\n[f98009][IDA][-] [fbb26b]お優しいことですね、研究所からも同じメッセージで緊急要請が送られてきたことを考慮すれば。[-]\n\nまったく、今日は厄日だよ…,
TutC4T1Title,Officer,事務官,
TutC4T1A1,Go Inside,中に入る,
TutC4T1A2,Talk to Officer,事務官と話す,
TutC4T1A2Complete,"[00dfff][Officer]\n\nHey Chief! Your IDA just added a request for some baking ingredients.\n\nI don't have them here, but if you can do me a favor\nand [fff400]repair the Greenhouse in the crater[-], I will make sure you get the\npermission to harvest the crops grown there![-]\n\nOk, sounds like a fair deal. What shall I do first?\n\n[00dfff] First you should [fff400]smelt ore into ingots[-] in our furnace.\nIt's located [fff400]upstairs behind the office building[-].[-]",[00dfff][事務官]\n\nやあチーフ!あなたのIDAがパン焼き材料のリクエストを追加してきましたよ。\n\nここにはありませんが、[fff400]クレーターにある温室の修理[-]をしてもらえたら、\nそこで栽培された作物を収穫する許可を出しましょう、どうです?[-]\n\nOK、いい取引だな。まず何をすればいい?\n\n[00dfff] まずはここの溶鉱炉で[fff400]鉱石をインゴットに精錬[-]する必要があります。\n溶鉱炉は[fff400]向こうの階段を上がって、このビルの裏手[-]にありますよ。[-],
TutC4T2Title,Office Building,オフィスビル,
TutC4T2A1,Go To Furnace,溶鉱炉に行く,
TutC4T2A1Complete,[f98009][IDA][-] The furnace is located in the next building.,[f98009][IDA][-] 溶鉱炉は次の建物の中ですね。,
TutC4T2A2,Furnace Access,溶鉱炉へ,
TutC4T2A2Complete,"[f98009][IDA][-] Go through the red door, point at the furnace and press [ff2400](F)[-].",[f98009][IDA][-] 赤い扉を通って、溶鉱炉に合わせて[ff2400](F)[-]です。,
TutC4T3Title,Furnace,溶鉱炉,
TutC4T3A1,Access Furnace,溶鉱炉に近づく,
TutC4T3A1Complete,"[f98009][IDA][-] There is some ore left, but I suggest you drop all the ores from your inventory into the furnace INPUT as well. \n\n[ff2400]Switch furnace to ON with the slider on the top right.[-]",[f98009][IDA][-] 鉱石が残っていますが、インベントリの全ての鉱石を\n溶鉱炉の入力欄に収めるよう提案します。\n\n[ff2400]右上のスライダーをONに切り替えてください。[-],
TutC4T3A2,Activate Furnace,溶鉱炉を使う,
TutC4T3A2Complete,"[f98009][IDA][-]\n\nNow let's wait until all the ore is processed. This will take only a few seconds.\n\n[fff400]Pick up all the INGOTS from the furnace OUTPUT as soon as the smelting is completed and exit the furnace.[-]\n\nNote: Stacks smaller than 5 cannot be processed.\n\nIf you get a [ff2400]Heat warning[-] while standing close to the furnace,\nmake [fff400]use of the shower on the left[-] to cool down your body temperature!\n\nWatch the [ff2400]Temp and RAD Info on the top right screen[-] to avoid this!",[f98009][IDA][-]\n\n鉱石の処理を待ちましょう。ほんの数秒しかかかりません。\n\n[fff400]精錬が完了したらすぐに溶鉱炉の出力欄からインゴットを取り出して、\nここを出ましょう。[-]\n\n注意:鉱石は5個ずつでしか処理できません。\n\nもし溶鉱炉の近くに居すぎて[ff2400]暑すぎる[-]症状が出たら、\n[fff400]左にあるシャワーを使って[-]身体を冷やしましょう!\n\nその予防のために[ff2400]画面右上にある温度や放射線情報[-]に気を配りましょう!,
TutC4T4Title,Smelting Ore,鉱石の精錬,
TutC4T4A1,Take Ingots,インゴットを取る,
TutC4T5Title,Food Processor,フードプロセッサー,
TutC4T5StartMessage,[00dfff][Officer][-]\n\nWell done. You might need to create a few [fff400]Growing Plots[-] next.\nUse the FOOD PROCESSOR to create the [fff400]Nutrient Solution[-] component.,[00dfff][事務官][-]\n\nご苦労様。 次にいくつかの[fff400]栽培区画(農地)[-]を作ってもらいます。\nまずはフードプロセッサーを使って[fff400]栄養液[-]を作ってください。,
TutC4T5A1,Go to Food Processor,フードプロセッサーへ行く,
TutC4T5A1Complete,[00dfff][Officer][-] I've already added the necessary ingredients.\n\n[ff2400]Access code: 7777[-],[00dfff][事務官][-]必要な材料は既に入っていますよ。\n\n[ff2400]アクセスコード:7777 [-],
TutC4T5A2,Access Food Processor | Code 7777,フードプロセッサーのアクセス｜コード 7777,
TutC4T5A2Complete,[00dfff][Officer][-] I suggest to craft at least [fff400]3x Nutrient Solution![-],[00dfff][事務官][-]少なくとも[fff400]栄養液を3つ[-]作っておくといいですよ!,
TutC4T6Title,Nutrient Solution,栄養液,
TutC4T6A1,Craft 3x Nutrient Solution,栄養液を三つ作る,
TutC4T6A1Complete,[f98009][IDA][-] Move the Nutrient Solution to your inventory - then let's go to the Constructors.,[f98009][IDA][-] 栄養液をインベントリに移したら、コンストラクタに行きましょう。,
TutC4T6A2,Move to Inventory,インベントリに移す,
TutC4T7Title,Workshop,ワークショップ,
TutC4T7StartMessage,"[f98009][IDA][-] The [fff400]constructors can also smelt some ores into ingots[-], but the furnace can do it faster.\n\nOn the flip side: unlike the constructors, the furnace can not process temperature-sensitve materials like Magnesium, Promethium, Pentaxid and Crushed Stones.",[f98009][IDA][-] [fff400]コンストラクタでもインゴットを精錬できます[-]が、\n溶鉱炉のほうが短時間ですみます。\n\n一方で、コンストラクタと違い、溶鉱炉では\nマグネシウム、プロメチウム、ペンタキシド、岩石など熱に弱い素材は処理できません。,
